competition,season,country,team,matchday,snapshot_date,position,played,won,drawn,lost,goals_for,goals_against,goal_difference,points
LaLiga,2024/2025,Spain,Espanol,19,2024-12-22T19:59:00+00:00,18,18,4,3,11,16,30,-14,15
LaLiga,2024/2025,Spain,Valladolid,19,2024-12-22T19:59:00+00:00,19,18,3,3,12,12,37,-25,12
LaLiga,2024/2025,Spain,Valencia,19,2024-12-22T19:59:00+00:00,20,16,2,5,9,14,24,-10,11
LaLiga,2024/2025,Spain,Ath Madrid,20,2025-01-17T19:59:00+00:00,1,19,13,5,1,34,12,22,44
LaLiga,2024/2025,Spain,Real Madrid,20,2025-01-17T19:59:00+00:00,2,19,13,4,2,43,19,24,43
LaLiga,2024/2025,Spain,Barcelona,20,2025-01-17T19:59:00+00:00,3,19,12,2,5,51,22,29,38
LaLiga,2024/2025,Spain,Ath Bilbao,20,2025-01-17T19:59:00+00:00,4,19,10,6,3,29,17,12,36
LaLiga,2024/2025,Spain,Villarreal,20,2025-01-17T19:59:00+00:00,5,19,8,6,5,34,31,3,30
LaLiga,2024/2025,Spain,Mallorca,20,2025-01-17T19:59:00+00:00,6,19,9,3,7,19,21,-2,30
LaLiga,2024/2025,Spain,Sociedad,20,2025-01-17T19:59:00+00:00,7,19,8,4,7,17,13,4,28
LaLiga,2024/2025,Spain,Girona,20,2025-01-17T19:59:00+00:00,8,19,8,4,7,27,25,2,28
LaLiga,2024/2025,Spain,Vallecano,20,2025-01-17T19:59:00+00:00,9,19,6,7,6,22,22,0,25
LaLiga,2024/2025,Spain,Betis,20,2025-01-17T19:59:00+00:00,10,19,6,7,6,21,23,-2,25
LaLiga,2024/2025,Spain,Osasuna,20,2025-01-17T19:59:00+00:00,11,19,6,7,6,23,28,-5,25
LaLiga,2024/2025,Spain,Celta,20,2025-01-17T19:59:00+00:00,12,19,7,3,9,28,30,-2,24
LaLiga,2024/2025,Spain,Sevilla,20,2025-01-17T19:59:00+00:00,13,19,6,5,8,21,28,-7,23
LaLiga,2024/2025,Spain,Las Palmas,20,2025-01-17T19:59:00+00:00,14,19,6,4,9,24,29,-5,22
LaLiga,2024/2025,Spain,Getafe,20,2025-01-17T19:59:00+00:00,15,19,4,7,8,13,16,-3,19
LaLiga,2024/2025,Spain,Leganes,20,2025-01-17T19:59:00+00:00,16,19,4,7,8,18,29,-11,19
LaLiga,2024/2025,Spain,Alaves,20,2025-01-17T19:59:00+00:00,17,19,4,5,10,21,31,-10,17
LaLiga,2024/2025,Spain,Espanol,20,2025-01-17T19:59:00+00:00,18,19,4,4,11,17,31,-14,16
LaLiga,2024/2025,Spain,Valladolid,20,2025-01-17T19:59:00+00:00,19,19,4,3,12,13,37,-24,15
LaLiga,2024/2025,Spain,Valencia,20,2025-01-17T19:59:00+00:00,20,19,2,7,10,18,29,-11,13
LaLiga,2024/2025,Spain,Real Madrid,21,2025-01-24T19:59:00+00:00,1,20,14,4,2,47,20,27,46
LaLiga,2024/2025,Spain,Ath Madrid,21,2025-01-24T19:59:00+00:00,2,20,13,5,2,34,13,21,44
LaLiga,2024/2025,Spain,Barcelona,21,2025-01-24T19:59:00+00:00,3,20,12,3,5,52,23,29,39
LaLiga,2024/2025,Spain,Ath Bilbao,21,2025-01-24T19:59:00+00:00,4,20,11,6,3,31,18,13,39
LaLiga,2024/2025,Spain,Villarreal,21,2025-01-24T19:59:00+00:00,5,20,9,6,5,38,31,7,33
LaLiga,2024/2025,Spain,Mallorca,21,2025-01-24T19:59:00+00:00,6,20,9,3,8,19,25,-6,30
LaLiga,2024/2025,Spain,Sociedad,21,2025-01-24T19:59:00+00:00,7,20,8,4,8,17,14,3,28
LaLiga,2024/2025,Spain,Girona,21,2025-01-24T19:59:00+00:00,8,20,8,4,8,28,27,1,28
LaLiga,2024/2025,Spain,Vallecano,21,2025-01-24T19:59:00+00:00,9,20,6,8,6,23,23,0,26
LaLiga,2024/2025,Spain,Osasuna,21,2025-01-24T19:59:00+00:00,10,20,6,8,6,24,29,-5,26
LaLiga,2024/2025,Spain,Sevilla,21,2025-01-24T19:59:00+00:00,11,20,7,5,8,23,29,-6,26
LaLiga,2024/2025,Spain,Betis,21,2025-01-24T19:59:00+00:00,12,20,6,7,7,22,26,-4,25
LaLiga,2024/2025,Spain,Celta,21,2025-01-24T19:59:00+00:00,13,20,7,3,10,29,32,-3,24
LaLiga,2024/2025,Spain,Las Palmas,21,2025-01-24T19:59:00+00:00,14,20,6,4,10,25,33,-8,22
LaLiga,2024/2025,Spain,Leganes,21,2025-01-24T19:59:00+00:00,15,20,5,7,8,19,29,-10,22
LaLiga,2024/2025,Spain,Getafe,21,2025-01-24T19:59:00+00:00,16,20,4,8,8,14,17,-3,20
LaLiga,2024/2025,Spain,Alaves,21,2025-01-24T19:59:00+00:00,17,20,5,5,10,24,32,-8,20
LaLiga,2024/2025,Spain,Espanol,21,2025-01-24T19:59:00+00:00,18,20,5,4,11,19,32,-13,19
LaLiga,2024/2025,Spain,Valencia,21,2025-01-24T19:59:00+00:00,19,20,3,7,10,19,29,-10,16
LaLiga,2024/2025,Spain,Valladolid,21,2025-01-24T19:59:00+00:00,20,20,4,3,13,14,39,-25,15
LaLiga,2024/2025,Spain,Real Madrid,22,2025-01-31T19:59:00+00:00,1,21,15,4,2,50,20,30,49
LaLiga,2024/2025,Spain,Ath Madrid,22,2025-01-31T19:59:00+00:00,2,21,13,6,2,35,14,21,45
LaLiga,2024/2025,Spain,Barcelona,22,2025-01-31T19:59:00+00:00,3,21,13,3,5,59,24,35,42
LaLiga,2024/2025,Spain,Ath Bilbao,22,2025-01-31T19:59:00+00:00,4,21,11,7,3,31,18,13,40
LaLiga,2024/2025,Spain,Villarreal,22,2025-01-31T19:59:00+00:00,5,21,9,7,5,39,32,7,34
LaLiga,2024/2025,Spain,Mallorca,22,2025-01-31T19:59:00+00:00,6,21,9,3,9,19,26,-7,30
LaLiga,2024/2025,Spain,Vallecano,22,2025-01-31T19:59:00+00:00,7,21,7,8,6,25,24,1,29
LaLiga,2024/2025,Spain,Girona,22,2025-01-31T19:59:00+00:00,8,21,8,4,9,29,29,0,28
LaLiga,2024/2025,Spain,Sociedad,22,2025-01-31T19:59:00+00:00,9,21,8,4,9,17,17,0,28
LaLiga,2024/2025,Spain,Betis,22,2025-01-31T19:59:00+00:00,10,21,7,7,7,23,26,-3,28
LaLiga,2024/2025,Spain,Osasuna,22,2025-01-31T19:59:00+00:00,11,21,6,9,6,25,30,-5,27
LaLiga,2024/2025,Spain,Sevilla,22,2025-01-31T19:59:00+00:00,12,21,7,6,8,24,30,-6,27
LaLiga,2024/2025,Spain,Celta,22,2025-01-31T19:59:00+00:00,13,21,7,4,10,30,33,-3,25
LaLiga,2024/2025,Spain,Getafe,22,2025-01-31T19:59:00+00:00,14,21,5,8,8,17,17,0,23
LaLiga,2024/2025,Spain,Las Palmas,22,2025-01-31T19:59:00+00:00,15,21,6,5,10,26,34,-8,23
LaLiga,2024/2025,Spain,Leganes,22,2025-01-31T19:59:00+00:00,16,21,5,8,8,19,29,-10,23
LaLiga,2024/2025,Spain,Alaves,22,2025-01-31T19:59:00+00:00,17,21,5,6,10,25,33,-8,21
LaLiga,2024/2025,Spain,Espanol,22,2025-01-31T19:59:00+00:00,18,21,5,5,11,20,33,-13,20
LaLiga,2024/2025,Spain,Valencia,22,2025-01-31T19:59:00+00:00,19,21,3,7,11,20,36,-16,16
LaLiga,2024/2025,Spain,Valladolid,22,2025-01-31T19:59:00+00:00,20,21,4,3,14,14,42,-28,15
LaLiga,2024/2025,Spain,Real Madrid,23,2025-02-07T19:59:00+00:00,1,22,15,4,3,50,21,29,49
LaLiga,2024/2025,Spain,Ath Madrid,23,2025-02-07T19:59:00+00:00,2,22,14,6,2,37,14,23,48
LaLiga,2024/2025,Spain,Barcelona,23,2025-02-07T19:59:00+00:00,3,22,14,3,5,60,24,36,45
LaLiga,2024/2025,Spain,Ath Bilbao,23,2025-02-07T19:59:00+00:00,4,22,11,8,3,33,20,13,41
LaLiga,2024/2025,Spain,Villarreal,23,2025-02-07T19:59:00+00:00,5,22,10,7,5,44,33,11,37
LaLiga,2024/2025,Spain,Vallecano,23,2025-02-07T19:59:00+00:00,6,22,8,8,6,26,24,2,32
LaLiga,2024/2025,Spain,Girona,23,2025-02-07T19:59:00+00:00,7,22,9,4,9,31,30,1,31
LaLiga,2024/2025,Spain,Osasuna,23,2025-02-07T19:59:00+00:00,8,22,7,9,6,27,31,-4,30
LaLiga,2024/2025,Spain,Mallorca,23,2025-02-07T19:59:00+00:00,9,22,9,3,10,19,28,-9,30
LaLiga,2024/2025,Spain,Betis,23,2025-02-07T19:59:00+00:00,10,22,7,8,7,25,28,-3,29
LaLiga,2024/2025,Spain,Sociedad,23,2025-02-07T19:59:00+00:00,11,22,8,4,10,18,19,-1,28
LaLiga,2024/2025,Spain,Sevilla,23,2025-02-07T19:59:00+00:00,12,22,7,7,8,24,30,-6,28
LaLiga,2024/2025,Spain,Celta,23,2025-02-07T19:59:00+00:00,13,22,7,4,11,31,35,-4,25
LaLiga,2024/2025,Spain,Getafe,23,2025-02-07T19:59:00+00:00,14,22,5,9,8,17,17,0,24
LaLiga,2024/2025,Spain,Las Palmas,23,2025-02-07T19:59:00+00:00,15,22,6,5,11,27,36,-9,23
LaLiga,2024/2025,Spain,Leganes,23,2025-02-07T19:59:00+00:00,16,22,5,8,9,19,30,-11,23
LaLiga,2024/2025,Spain,Espanol,23,2025-02-07T19:59:00+00:00,17,22,6,5,11,21,33,-12,23
LaLiga,2024/2025,Spain,Alaves,23,2025-02-07T19:59:00+00:00,18,22,5,6,11,25,34,-9,21
LaLiga,2024/2025,Spain,Valencia,23,2025-02-07T19:59:00+00:00,19,22,4,7,11,22,37,-15,19
LaLiga,2024/2025,Spain,Valladolid,23,2025-02-07T19:59:00+00:00,20,22,4,3,15,15,47,-32,15
LaLiga,2024/2025,Spain,Real Madrid,24,2025-02-14T19:59:00+00:00,1,23,15,5,3,51,22,29,50
LaLiga,2024/2025,Spain,Ath Madrid,24,2025-02-14T19:59:00+00:00,2,23,14,7,2,38,15,23,49
LaLiga,2024/2025,Spain,Barcelona,24,2025-02-14T19:59:00+00:00,3,23,15,3,5,64,25,39,48
LaLiga,2024/2025,Spain,Ath Bilbao,24,2025-02-14T19:59:00+00:00,4,23,12,8,3,36,20,16,44
LaLiga,2024/2025,Spain,Villarreal,24,2025-02-14T19:59:00+00:00,5,23,11,7,5,46,34,12,40
LaLiga,2024/2025,Spain,Vallecano,24,2025-02-14T19:59:00+00:00,6,23,9,8,6,27,24,3,35
LaLiga,2024/2025,Spain,Sociedad,24,2025-02-14T19:59:00+00:00,7,23,9,4,10,20,20,0,31
LaLiga,2024/2025,Spain,Girona,24,2025-02-14T19:59:00+00:00,8,23,9,4,10,31,33,-2,31
LaLiga,2024/2025,Spain,Osasuna,24,2025-02-14T19:59:00+00:00,9,23,7,10,6,28,32,-4,31
LaLiga,2024/2025,Spain,Mallorca,24,2025-02-14T19:59:00+00:00,10,23,9,4,10,20,29,-9,31
LaLiga,2024/2025,Spain,Betis,24,2025-02-14T19:59:00+00:00,11,23,7,8,8,27,31,-4,29
LaLiga,2024/2025,Spain,Celta,24,2025-02-14T19:59:00+00:00,12,23,8,4,11,34,37,-3,28
LaLiga,2024/2025,Spain,Sevilla,24,2025-02-14T19:59:00+00:00,13,23,7,7,9,25,34,-9,28
LaLiga,2024/2025,Spain,Getafe,24,2025-02-14T19:59:00+00:00,14,23,6,9,8,18,17,1,27
LaLiga,2024/2025,Spain,Las Palmas,24,2025-02-14T19:59:00+00:00,15,23,6,5,12,28,38,-10,23
LaLiga,2024/2025,Spain,Espanol,24,2025-02-14T19:59:00+00:00,16,23,6,5,12,22,35,-13,23
LaLiga,2024/2025,Spain,Leganes,24,2025-02-14T19:59:00+00:00,17,23,5,8,10,19,32,-13,23
LaLiga,2024/2025,Spain,Valencia,24,2025-02-14T19:59:00+00:00,18,23,5,7,11,24,37,-13,22
LaLiga,2024/2025,Spain,Alaves,24,2025-02-14T19:59:00+00:00,19,23,5,6,12,25,35,-10,21
LaLiga,2024/2025,Spain,Valladolid,24,2025-02-14T19:59:00+00:00,20,23,4,3,16,15,48,-33,15
LaLiga,2024/2025,Spain,Barcelona,25,2025-02-21T19:59:00+00:00,1,24,16,3,5,65,25,40,51
LaLiga,2024/2025,Spain,Real Madrid,25,2025-02-21T19:59:00+00:00,2,24,15,6,3,52,23,29,51
LaLiga,2024/2025,Spain,Ath Madrid,25,2025-02-21T19:59:00+00:00,3,24,14,8,2,39,16,23,50
LaLiga,2024/2025,Spain,Ath Bilbao,25,2025-02-21T19:59:00+00:00,4,24,12,9,3,37,21,16,45
LaLiga,2024/2025,Spain,Villarreal,25,2025-02-21T19:59:00+00:00,5,24,11,8,5,47,35,12,41
LaLiga,2024/2025,Spain,Vallecano,25,2025-02-21T19:59:00+00:00,6,24,9,8,7,27,25,2,35
LaLiga,2024/2025,Spain,Mallorca,25,2025-02-21T19:59:00+00:00,7,24,10,4,10,23,30,-7,34
LaLiga,2024/2025,Spain,Betis,25,2025-02-21T19:59:00+00:00,8,24,8,8,8,30,31,-1,32
LaLiga,2024/2025,Spain,Osasuna,25,2025-02-21T19:59:00+00:00,9,24,7,11,6,29,33,-4,32
LaLiga,2024/2025,Spain,Girona,25,2025-02-21T19:59:00+00:00,10,24,9,4,11,32,35,-3,31
LaLiga,2024/2025,Spain,Sociedad,25,2025-02-21T19:59:00+00:00,11,24,9,4,11,20,23,-3,31
LaLiga,2024/2025,Spain,Sevilla,25,2025-02-21T19:59:00+00:00,12,24,8,7,9,29,34,-5,31
LaLiga,2024/2025,Spain,Getafe,25,2025-02-21T19:59:00+00:00,13,24,7,9,8,20,18,2,30
LaLiga,2024/2025,Spain,Celta,25,2025-02-21T19:59:00+00:00,14,24,8,5,11,35,38,-3,29
LaLiga,2024/2025,Spain,Espanol,25,2025-02-21T19:59:00+00:00,15,24,6,6,12,23,36,-13,24
LaLiga,2024/2025,Spain,Leganes,25,2025-02-21T19:59:00+00:00,16,24,5,9,10,22,35,-13,24
LaLiga,2024/2025,Spain,Las Palmas,25,2025-02-21T19:59:00+00:00,17,24,6,5,13,29,41,-12,23
LaLiga,2024/2025,Spain,Valencia,25,2025-02-21T19:59:00+00:00,18,24,5,8,11,25,38,-13,23
LaLiga,2024/2025,Spain,Alaves,25,2025-02-21T19:59:00+00:00,19,24,5,7,12,28,38,-10,22
LaLiga,2024/2025,Spain,Valladolid,25,2025-02-21T19:59:00+00:00,20,24,4,3,17,15,52,-37,15
LaLiga,2024/2025,Spain,Barcelona,26,2025-02-28T19:59:00+00:00,1,25,17,3,5,67,25,42,54
LaLiga,2024/2025,Spain,Real Madrid,26,2025-02-28T19:59:00+00:00,2,25,16,6,3,54,23,31,54
LaLiga,2024/2025,Spain,Ath Madrid,26,2025-02-28T19:59:00+00:00,3,25,15,8,2,42,16,26,53
LaLiga,2024/2025,Spain,Ath Bilbao,26,2025-02-28T19:59:00+00:00,4,25,13,9,3,44,22,22,48
LaLiga,2024/2025,Spain,Villarreal,26,2025-02-28T19:59:00+00:00,5,25,12,8,5,48,35,13,44
LaLiga,2024/2025,Spain,Vallecano,26,2025-02-28T19:59:00+00:00,6,25,9,8,8,27,26,1,35
LaLiga,2024/2025,Spain,Betis,26,2025-02-28T19:59:00+00:00,7,25,9,8,8,32,32,0,35
LaLiga,2024/2025,Spain,Mallorca,26,2025-02-28T19:59:00+00:00,8,25,10,5,10,24,31,-7,35
LaLiga,2024/2025,Spain,Sociedad,26,2025-02-28T19:59:00+00:00,9,25,10,4,11,23,23,0,34
LaLiga,2024/2025,Spain,Celta,26,2025-02-28T19:59:00+00:00,10,25,9,5,11,36,38,-2,32
LaLiga,2024/2025,Spain,Sevilla,26,2025-02-28T19:59:00+00:00,11,25,8,8,9,30,35,-5,32
LaLiga,2024/2025,Spain,Osasuna,26,2025-02-28T19:59:00+00:00,12,25,7,11,7,29,34,-5,32
LaLiga,2024/2025,Spain,Girona,26,2025-02-28T19:59:00+00:00,13,25,9,4,12,32,37,-5,31
LaLiga,2024/2025,Spain,Getafe,26,2025-02-28T19:59:00+00:00,14,25,7,9,9,21,20,1,30
LaLiga,2024/2025,Spain,Espanol,26,2025-02-28T19:59:00+00:00,15,25,7,6,12,24,36,-12,27
LaLiga,2024/2025,Spain,Leganes,26,2025-02-28T19:59:00+00:00,16,25,5,9,11,22,38,-16,24
LaLiga,2024/2025,Spain,Las Palmas,26,2025-02-28T19:59:00+00:00,17,25,6,5,14,29,43,-14,23
LaLiga,2024/2025,Spain,Valencia,26,2025-02-28T19:59:00+00:00,18,25,5,8,12,25,41,-16,23
LaLiga,2024/2025,Spain,Alaves,26,2025-02-28T19:59:00+00:00,19,25,5,7,13,28,39,-11,22
LaLiga,2024/2025,Spain,Valladolid,26,2025-02-28T19:59:00+00:00,20,25,4,3,18,16,59,-43,15
LaLiga,2024/2025,Spain,Barcelona,27,2025-03-08T19:59:00+00:00,1,26,18,3,5,71,25,46,57
LaLiga,2024/2025,Spain,Ath Madrid,27,2025-03-08T19:59:00+00:00,2,26,16,8,2,43,16,27,56
LaLiga,2024/2025,Spain,Real Madrid,27,2025-03-08T19:59:00+00:00,3,26,16,6,4,55,25,30,54
LaLiga,2024/2025,Spain,Ath Bilbao,27,2025-03-08T19:59:00+00:00,4,26,13,9,4,44,23,21,48
LaLiga,2024/2025,Spain,Villarreal,27,2025-03-08T19:59:00+00:00,5,26,12,8,6,48,36,12,44
LaLiga,2024/2025,Spain,Betis,27,2025-03-08T19:59:00+00:00,6,26,10,8,8,34,33,1,38
LaLiga,2024/2025,Spain,Vallecano,27,2025-03-08T19:59:00+00:00,7,26,9,9,8,28,27,1,36
LaLiga,2024/2025,Spain,Mallorca,27,2025-03-08T19:59:00+00:00,8,26,10,6,10,25,32,-7,36
LaLiga,2024/2025,Spain,Sociedad,27,2025-03-08T19:59:00+00:00,9,26,10,4,12,23,27,-4,34
LaLiga,2024/2025,Spain,Celta,27,2025-03-08T19:59:00+00:00,10,26,9,6,11,38,40,-2,33
LaLiga,2024/2025,Spain,Osasuna,27,2025-03-08T19:59:00+00:00,11,26,7,12,7,32,37,-5,33
LaLiga,2024/2025,Spain,Sevilla,27,2025-03-08T19:59:00+00:00,12,26,8,9,9,31,36,-5,33
LaLiga,2024/2025,Spain,Girona,27,2025-03-08T19:59:00+00:00,13,26,9,5,12,34,39,-5,32
LaLiga,2024/2025,Spain,Getafe,27,2025-03-08T19:59:00+00:00,14,26,7,9,10,21,21,0,30
LaLiga,2024/2025,Spain,Espanol,27,2025-03-08T19:59:00+00:00,15,25,7,6,12,24,36,-12,27
LaLiga,2024/2025,Spain,Leganes,27,2025-03-08T19:59:00+00:00,16,26,6,9,11,23,38,-15,27
LaLiga,2024/2025,Spain,Alaves,27,2025-03-08T19:59:00+00:00,17,27,6,8,13,30,40,-10,26
LaLiga,2024/2025,Spain,Las Palmas,27,2025-03-08T19:59:00+00:00,18,26,6,6,14,30,44,-14,24
LaLiga,2024/2025,Spain,Valencia,27,2025-03-08T19:59:00+00:00,19,26,5,9,12,28,44,-16,24
LaLiga,2024/2025,Spain,Valladolid,27,2025-03-08T19:59:00+00:00,20,26,4,4,18,17,60,-43,16
LaLiga,2024/2025,Spain,Barcelona,28,2025-03-15T19:59:00+00:00,1,26,18,3,5,71,25,46,57
LaLiga,2024/2025,Spain,Real Madrid,28,2025-03-15T19:59:00+00:00,2,27,17,6,4,57,26,31,57
LaLiga,2024/2025,Spain,Ath Madrid,28,2025-03-15T19:59:00+00:00,3,27,16,8,3,44,18,26,56
LaLiga,2024/2025,Spain,Ath Bilbao,28,2025-03-15T19:59:00+00:00,4,27,13,10,4,45,24,21,49
LaLiga,2024/2025,Spain,Villarreal,28,2025-03-15T19:59:00+00:00,5,26,12,8,6,48,36,12,44
LaLiga,2024/2025,Spain,Betis,28,2025-03-15T19:59:00+00:00,6,27,11,8,8,35,33,2,41
LaLiga,2024/2025,Spain,Mallorca,28,2025-03-15T19:59:00+00:00,7,27,10,7,10,26,33,-7,37
LaLiga,2024/2025,Spain,Vallecano,28,2025-03-15T19:59:00+00:00,8,27,9,9,9,29,29,0,36
LaLiga,2024/2025,Spain,Celta,28,2025-03-15T19:59:00+00:00,9,27,10,6,11,40,41,-1,36
LaLiga,2024/2025,Spain,Sevilla,28,2025-03-15T19:59:00+00:00,10,27,9,9,9,32,36,-4,36
LaLiga,2024/2025,Spain,Girona,28,2025-03-15T19:59:00+00:00,11,28,9,7,12,36,41,-5,34
LaLiga,2024/2025,Spain,Sociedad,28,2025-03-15T19:59:00+00:00,12,27,10,4,13,23,28,-5,34
LaLiga,2024/2025,Spain,Getafe,28,2025-03-15T19:59:00+00:00,13,27,8,9,10,23,22,1,33
LaLiga,2024/2025,Spain,Osasuna,28,2025-03-15T19:59:00+00:00,14,26,7,12,7,32,37,-5,33
LaLiga,2024/2025,Spain,Espanol,28,2025-03-15T19:59:00+00:00,15,26,7,7,12,25,37,-12,28
LaLiga,2024/2025,Spain,Valencia,28,2025-03-15T19:59:00+00:00,16,28,6,10,12,31,46,-15,28
LaLiga,2024/2025,Spain,Alaves,28,2025-03-15T19:59:00+00:00,17,28,6,9,13,32,42,-10,27
LaLiga,2024/2025,Spain,Leganes,28,2025-03-15T19:59:00+00:00,18,27,6,9,12,24,40,-16,27
LaLiga,2024/2025,Spain,Las Palmas,28,2025-03-15T19:59:00+00:00,19,28,6,7,15,32,47,-15,25
LaLiga,2024/2025,Spain,Valladolid,28,2025-03-15T19:59:00+00:00,20,27,4,4,19,18,62,-44,16
LaLiga,2024/2025,Spain,Barcelona,29,2025-03-29T19:59:00+00:00,1,28,20,3,5,78,27,51,63
LaLiga,2024/2025,Spain,Real Madrid,29,2025-03-29T19:59:00+00:00,2,28,18,6,4,59,27,32,60
LaLiga,2024/2025,Spain,Ath Madrid,29,2025-03-29T19:59:00+00:00,3,28,16,8,4,46,22,24,56
LaLiga,2024/2025,Spain,Ath Bilbao,29,2025-03-29T19:59:00+00:00,4,28,14,10,4,46,24,22,52
LaLiga,2024/2025,Spain,Villarreal,29,2025-03-29T19:59:00+00:00,5,27,12,8,7,49,38,11,44
LaLiga,2024/2025,Spain,Betis,29,2025-03-29T19:59:00+00:00,6,28,12,8,8,38,35,3,44
LaLiga,2024/2025,Spain,Vallecano,29,2025-03-29T19:59:00+00:00,7,29,10,10,9,33,31,2,40
LaLiga,2024/2025,Spain,Mallorca,29,2025-03-29T19:59:00+00:00,8,28,11,7,10,28,34,-6,40
LaLiga,2024/2025,Spain,Celta,29,2025-03-29T19:59:00+00:00,9,28,11,6,11,41,41,0,39
LaLiga,2024/2025,Spain,Getafe,29,2025-03-29T19:59:00+00:00,10,28,9,9,10,25,23,2,36
LaLiga,2024/2025,Spain,Sevilla,29,2025-03-29T19:59:00+00:00,11,28,9,9,10,32,37,-5,36
LaLiga,2024/2025,Spain,Sociedad,29,2025-03-29T19:59:00+00:00,12,28,10,5,13,25,30,-5,35
LaLiga,2024/2025,Spain,Girona,29,2025-03-29T19:59:00+00:00,13,28,9,7,12,36,41,-5,34
LaLiga,2024/2025,Spain,Osasuna,29,2025-03-29T19:59:00+00:00,14,28,7,12,9,33,42,-9,33
LaLiga,2024/2025,Spain,Espanol,29,2025-03-29T19:59:00+00:00,15,27,7,7,13,26,39,-13,28
LaLiga,2024/2025,Spain,Valencia,29,2025-03-29T19:59:00+00:00,16,28,6,10,12,31,46,-15,28
LaLiga,2024/2025,Spain,Alaves,29,2025-03-29T19:59:00+00:00,17,29,6,9,14,32,44,-12,27
LaLiga,2024/2025,Spain,Leganes,29,2025-03-29T19:59:00+00:00,18,28,6,9,13,26,43,-17,27
LaLiga,2024/2025,Spain,Las Palmas,29,2025-03-29T19:59:00+00:00,19,28,6,7,15,32,47,-15,25
LaLiga,2024/2025,Spain,Valladolid,29,2025-03-29T19:59:00+00:00,20,28,4,4,20,18,63,-45,16
LaLiga,2024/2025,Spain,Barcelona,30,2025-04-05T19:59:00+00:00,1,29,21,3,5,82,28,54,66
LaLiga,2024/2025,Spain,Real Madrid,30,2025-04-05T19:59:00+00:00,2,29,19,6,4,62,29,33,63
LaLiga,2024/2025,Spain,Ath Madrid,30,2025-04-05T19:59:00+00:00,3,29,16,9,4,47,23,24,57
LaLiga,2024/2025,Spain,Ath Bilbao,30,2025-04-05T19:59:00+00:00,4,29,14,11,4,46,24,22,53
LaLiga,2024/2025,Spain,Villarreal,30,2025-04-05T19:59:00+00:00,5,28,13,8,7,51,39,12,47
LaLiga,2024/2025,Spain,Betis,30,2025-04-05T19:59:00+00:00,6,29,13,8,8,40,36,4,47
LaLiga,2024/2025,Spain,Celta,30,2025-04-05T19:59:00+00:00,7,29,11,7,11,42,42,0,40
LaLiga,2024/2025,Spain,Vallecano,30,2025-04-05T19:59:00+00:00,8,30,10,10,10,33,35,-2,40
LaLiga,2024/2025,Spain,Mallorca,30,2025-04-05T19:59:00+00:00,9,29,11,7,11,28,35,-7,40
LaLiga,2024/2025,Spain,Sociedad,30,2025-04-05T19:59:00+00:00,10,29,11,5,13,27,31,-4,38
LaLiga,2024/2025,Spain,Getafe,30,2025-04-05T19:59:00+00:00,11,29,9,9,11,26,25,1,36
LaLiga,2024/2025,Spain,Sevilla,30,2025-04-05T19:59:00+00:00,12,29,9,9,11,33,39,-6,36
LaLiga,2024/2025,Spain,Girona,30,2025-04-05T19:59:00+00:00,13,29,9,7,13,37,45,-8,34
LaLiga,2024/2025,Spain,Osasuna,30,2025-04-05T19:59:00+00:00,14,29,7,13,9,33,42,-9,34
LaLiga,2024/2025,Spain,Espanol,30,2025-04-05T19:59:00+00:00,15,29,8,8,13,31,40,-9,32
LaLiga,2024/2025,Spain,Valencia,30,2025-04-05T19:59:00+00:00,16,29,7,10,12,32,46,-14,31
LaLiga,2024/2025,Spain,Alaves,30,2025-04-05T19:59:00+00:00,17,29,6,9,14,32,44,-12,27
LaLiga,2024/2025,Spain,Leganes,30,2025-04-05T19:59:00+00:00,18,29,6,9,14,28,46,-18,27
LaLiga,2024/2025,Spain,Las Palmas,30,2025-04-05T19:59:00+00:00,19,29,6,8,15,33,48,-15,26
LaLiga,2024/2025,Spain,Valladolid,30,2025-04-05T19:59:00+00:00,20,29,4,4,21,19,65,-46,16
LaLiga,2024/2025,Spain,Barcelona,31,2025-04-12T19:59:00+00:00,1,30,21,4,5,83,29,54,67
LaLiga,2024/2025,Spain,Real Madrid,31,2025-04-12T19:59:00+00:00,2,30,19,6,5,63,31,32,63
LaLiga,2024/2025,Spain,Ath Madrid,31,2025-04-12T19:59:00+00:00,3,30,17,9,4,49,24,25,60
LaLiga,2024/2025,Spain,Ath Bilbao,31,2025-04-12T19:59:00+00:00,4,30,14,12,4,46,24,22,54
LaLiga,2024/2025,Spain,Villarreal,31,2025-04-12T19:59:00+00:00,5,29,13,9,7,51,39,12,48
LaLiga,2024/2025,Spain,Betis,31,2025-04-12T19:59:00+00:00,6,30,13,9,8,41,37,4,48
LaLiga,2024/2025,Spain,Celta,31,2025-04-12T19:59:00+00:00,7,30,12,7,11,44,43,1,43
LaLiga,2024/2025,Spain,Sociedad,31,2025-04-12T19:59:00+00:00,8,30,12,5,13,30,32,-2,41
LaLiga,2024/2025,Spain,Vallecano,31,2025-04-12T19:59:00+00:00,9,30,10,10,10,33,35,-2,40
LaLiga,2024/2025,Spain,Mallorca,31,2025-04-12T19:59:00+00:00,10,30,11,7,12,29,37,-8,40
LaLiga,2024/2025,Spain,Getafe,31,2025-04-12T19:59:00+00:00,11,30,10,9,11,30,25,5,39
