competition,season,country,team,matchday,snapshot_date,position,played,won,drawn,lost,goals_for,goals_against,goal_difference,points
LaLiga,2023/2024,Spain,Alaves,1,2023-08-11T19:59:00+00:00,1,0,0,0,0,0,0,0,0
LaLiga,2023/2024,Spain,Almeria,1,2023-08-11T19:59:00+00:00,2,0,0,0,0,0,0,0,0
LaLiga,2023/2024,Spain,Ath Bilbao,1,2023-08-11T19:59:00+00:00,3,0,0,0,0,0,0,0,0
LaLiga,2023/2024,Spain,Ath Madrid,1,2023-08-11T19:59:00+00:00,4,0,0,0,0,0,0,0,0
LaLiga,2023/2024,Spain,Barcelona,1,2023-08-11T19:59:00+00:00,5,0,0,0,0,0,0,0,0
LaLiga,2023/2024,Spain,Betis,1,2023-08-11T19:59:00+00:00,6,0,0,0,0,0,0,0,0
LaLiga,2023/2024,Spain,Cadiz,1,2023-08-11T19:59:00+00:00,7,0,0,0,0,0,0,0,0
LaLiga,2023/2024,Spain,Celta,1,2023-08-11T19:59:00+00:00,8,0,0,0,0,0,0,0,0
LaLiga,2023/2024,Spain,Getafe,1,2023-08-11T19:59:00+00:00,9,0,0,0,0,0,0,0,0
LaLiga,2023/2024,Spain,Girona,1,2023-08-11T19:59:00+00:00,10,0,0,0,0,0,0,0,0
LaLiga,2023/2024,Spain,Granada,1,2023-08-11T19:59:00+00:00,11,0,0,0,0,0,0,0,0
LaLiga,2023/2024,Spain,Las Palmas,1,2023-08-11T19:59:00+00:00,12,0,0,0,0,0,0,0,0
LaLiga,2023/2024,Spain,Mallorca,1,2023-08-11T19:59:00+00:00,13,0,0,0,0,0,0,0,0
LaLiga,2023/2024,Spain,Osasuna,1,2023-08-11T19:59:00+00:00,14,0,0,0,0,0,0,0,0
LaLiga,2023/2024,Spain,Real Madrid,1,2023-08-11T19:59:00+00:00,15,0,0,0,0,0,0,0,0
LaLiga,2023/2024,Spain,Sevilla,1,2023-08-11T19:59:00+00:00,16,0,0,0,0,0,0,0,0
LaLiga,2023/2024,Spain,Sociedad,1,2023-08-11T19:59:00+00:00,17,0,0,0,0,0,0,0,0
LaLiga,2023/2024,Spain,Valencia,1,2023-08-11T19:59:00+00:00,18,0,0,0,0,0,0,0,0
LaLiga,2023/2024,Spain,Vallecano,1,2023-08-11T19:59:00+00:00,19,0,0,0,0,0,0,0,0
LaLiga,2023/2024,Spain,Villarreal,1,2023-08-11T19:59:00+00:00,20,0,0,0,0,0,0,0,0
LaLiga,2023/2024,Spain,Ath Madrid,2,2023-08-18T19:59:00+00:00,1,1,1,0,0,3,1,2,3
LaLiga,2023/2024,Spain,Osasuna,2,2023-08-18T19:59:00+00:00,2,1,1,0,0,2,0,2,3
LaLiga,2023/2024,Spain,Real Madrid,2,2023-08-18T19:59:00+00:00,3,1,1,0,0,2,0,2,3
LaLiga,2023/2024,Spain,Vallecano,2,2023-08-18T19:59:00+00:00,4,1,1,0,0,2,0,2,3
LaLiga,2023/2024,Spain,Betis,2,2023-08-18T19:59:00+00:00,5,1,1,0,0,2,1,1,3
LaLiga,2023/2024,Spain,Valencia,2,2023-08-18T19:59:00+00:00,6,1,1,0,0,2,1,1,3
LaLiga,2023/2024,Spain,Cadiz,2,2023-08-18T19:59:00+00:00,7,1,1,0,0,1,0,1,3
LaLiga,2023/2024,Spain,Girona,2,2023-08-18T19:59:00+00:00,8,1,0,1,0,1,1,0,1
LaLiga,2023/2024,Spain,Las Palmas,2,2023-08-18T19:59:00+00:00,9,1,0,1,0,1,1,0,1
LaLiga,2023/2024,Spain,Mallorca,2,2023-08-18T19:59:00+00:00,10,1,0,1,0,1,1,0,1
LaLiga,2023/2024,Spain,Sociedad,2,2023-08-18T19:59:00+00:00,11,1,0,1,0,1,1,0,1
LaLiga,2023/2024,Spain,Barcelona,2,2023-08-18T19:59:00+00:00,12,1,0,1,0,0,0,0,1
LaLiga,2023/2024,Spain,Getafe,2,2023-08-18T19:59:00+00:00,13,1,0,1,0,0,0,0,1
LaLiga,2023/2024,Spain,Sevilla,2,2023-08-18T19:59:00+00:00,14,1,0,0,1,1,2,-1,0
LaLiga,2023/2024,Spain,Villarreal,2,2023-08-18T19:59:00+00:00,15,1,0,0,1,1,2,-1,0
LaLiga,2023/2024,Spain,Alaves,2,2023-08-18T19:59:00+00:00,16,1,0,0,1,0,1,-1,0
LaLiga,2023/2024,Spain,Granada,2,2023-08-18T19:59:00+00:00,17,1,0,0,1,1,3,-2,0
LaLiga,2023/2024,Spain,Almeria,2,2023-08-18T19:59:00+00:00,18,1,0,0,1,0,2,-2,0
LaLiga,2023/2024,Spain,Ath Bilbao,2,2023-08-18T19:59:00+00:00,19,1,0,0,1,0,2,-2,0
LaLiga,2023/2024,Spain,Celta,2,2023-08-18T19:59:00+00:00,20,1,0,0,1,0,2,-2,0
LaLiga,2023/2024,Spain,Real Madrid,3,2023-08-25T19:59:00+00:00,1,2,2,0,0,5,1,4,6
LaLiga,2023/2024,Spain,Vallecano,3,2023-08-25T19:59:00+00:00,2,2,2,0,0,4,0,4,6
LaLiga,2023/2024,Spain,Valencia,3,2023-08-25T19:59:00+00:00,3,2,2,0,0,3,1,2,6
LaLiga,2023/2024,Spain,Girona,3,2023-08-25T19:59:00+00:00,4,2,1,1,0,4,1,3,4
LaLiga,2023/2024,Spain,Ath Madrid,3,2023-08-25T19:59:00+00:00,5,2,1,1,0,3,1,2,4
LaLiga,2023/2024,Spain,Barcelona,3,2023-08-25T19:59:00+00:00,6,2,1,1,0,2,0,2,4
LaLiga,2023/2024,Spain,Betis,3,2023-08-25T19:59:00+00:00,7,2,1,1,0,2,1,1,4
LaLiga,2023/2024,Spain,Alaves,3,2023-08-25T19:59:00+00:00,8,2,1,0,1,4,4,0,3
LaLiga,2023/2024,Spain,Ath Bilbao,3,2023-08-25T19:59:00+00:00,9,2,1,0,1,2,2,0,3
LaLiga,2023/2024,Spain,Osasuna,3,2023-08-25T19:59:00+00:00,10,2,1,0,1,2,2,0,3
LaLiga,2023/2024,Spain,Villarreal,3,2023-08-25T19:59:00+00:00,11,2,1,0,1,2,2,0,3
LaLiga,2023/2024,Spain,Cadiz,3,2023-08-25T19:59:00+00:00,12,2,1,0,1,1,2,-1,3
LaLiga,2023/2024,Spain,Sociedad,3,2023-08-25T19:59:00+00:00,13,2,0,2,0,2,2,0,2
LaLiga,2023/2024,Spain,Las Palmas,3,2023-08-25T19:59:00+00:00,14,2,0,1,1,1,2,-1,1
LaLiga,2023/2024,Spain,Mallorca,3,2023-08-25T19:59:00+00:00,15,2,0,1,1,1,2,-1,1
LaLiga,2023/2024,Spain,Celta,3,2023-08-25T19:59:00+00:00,16,2,0,1,1,1,3,-2,1
LaLiga,2023/2024,Spain,Getafe,3,2023-08-25T19:59:00+00:00,17,2,0,1,1,0,3,-3,1
LaLiga,2023/2024,Spain,Sevilla,3,2023-08-25T19:59:00+00:00,18,2,0,0,2,4,6,-2,0
LaLiga,2023/2024,Spain,Almeria,3,2023-08-25T19:59:00+00:00,19,2,0,0,2,1,5,-4,0
LaLiga,2023/2024,Spain,Granada,3,2023-08-25T19:59:00+00:00,20,2,0,0,2,1,5,-4,0
LaLiga,2023/2024,Spain,Real Madrid,4,2023-09-01T19:59:00+00:00,1,3,3,0,0,6,1,5,9
LaLiga,2023/2024,Spain,Ath Madrid,4,2023-09-01T19:59:00+00:00,2,3,2,1,0,10,1,9,7
LaLiga,2023/2024,Spain,Girona,4,2023-09-01T19:59:00+00:00,3,3,2,1,0,6,2,4,7
LaLiga,2023/2024,Spain,Barcelona,4,2023-09-01T19:59:00+00:00,4,3,2,1,0,6,3,3,7
LaLiga,2023/2024,Spain,Ath Bilbao,4,2023-09-01T19:59:00+00:00,5,3,2,0,1,6,4,2,6
LaLiga,2023/2024,Spain,Osasuna,4,2023-09-01T19:59:00+00:00,6,3,2,0,1,4,3,1,6
LaLiga,2023/2024,Spain,Valencia,4,2023-09-01T19:59:00+00:00,7,3,2,0,1,4,3,1,6
LaLiga,2023/2024,Spain,Vallecano,4,2023-09-01T19:59:00+00:00,8,3,2,0,1,4,7,-3,6
LaLiga,2023/2024,Spain,Betis,4,2023-09-01T19:59:00+00:00,9,3,1,1,1,4,5,-1,4
LaLiga,2023/2024,Spain,Cadiz,4,2023-09-01T19:59:00+00:00,10,3,1,1,1,2,3,-1,4
LaLiga,2023/2024,Spain,Getafe,4,2023-09-01T19:59:00+00:00,11,3,1,1,1,1,3,-2,4
LaLiga,2023/2024,Spain,Sociedad,4,2023-09-01T19:59:00+00:00,12,3,0,3,0,2,2,0,3
LaLiga,2023/2024,Spain,Villarreal,4,2023-09-01T19:59:00+00:00,13,3,1,0,2,5,6,-1,3
LaLiga,2023/2024,Spain,Alaves,4,2023-09-01T19:59:00+00:00,14,3,1,0,2,4,5,-1,3
LaLiga,2023/2024,Spain,Granada,4,2023-09-01T19:59:00+00:00,15,3,1,0,2,4,7,-3,3
LaLiga,2023/2024,Spain,Las Palmas,4,2023-09-01T19:59:00+00:00,16,3,0,2,1,1,2,-1,2
LaLiga,2023/2024,Spain,Mallorca,4,2023-09-01T19:59:00+00:00,17,3,0,1,2,3,5,-2,1
LaLiga,2023/2024,Spain,Celta,4,2023-09-01T19:59:00+00:00,18,3,0,1,2,1,4,-3,1
LaLiga,2023/2024,Spain,Almeria,4,2023-09-01T19:59:00+00:00,19,3,0,1,2,2,6,-4,1
LaLiga,2023/2024,Spain,Sevilla,4,2023-09-01T19:59:00+00:00,20,3,0,0,3,5,8,-3,0
LaLiga,2023/2024,Spain,Real Madrid,5,2023-09-16T19:59:00+00:00,1,4,4,0,0,8,2,6,12
LaLiga,2023/2024,Spain,Girona,5,2023-09-16T19:59:00+00:00,2,4,3,1,0,7,2,5,10
LaLiga,2023/2024,Spain,Barcelona,5,2023-09-16T19:59:00+00:00,3,4,3,1,0,8,4,4,10
LaLiga,2023/2024,Spain,Vallecano,5,2023-09-16T19:59:00+00:00,4,5,3,0,2,6,8,-2,9
LaLiga,2023/2024,Spain,Ath Madrid,5,2023-09-16T19:59:00+00:00,5,3,2,1,0,10,1,9,7
LaLiga,2023/2024,Spain,Ath Bilbao,5,2023-09-16T19:59:00+00:00,6,4,2,1,1,6,4,2,7
LaLiga,2023/2024,Spain,Cadiz,5,2023-09-16T19:59:00+00:00,7,4,2,1,1,5,4,1,7
LaLiga,2023/2024,Spain,Betis,5,2023-09-16T19:59:00+00:00,8,4,2,1,1,5,5,0,7
LaLiga,2023/2024,Spain,Sociedad,5,2023-09-16T19:59:00+00:00,9,4,1,3,0,7,5,2,6
LaLiga,2023/2024,Spain,Osasuna,5,2023-09-16T19:59:00+00:00,10,4,2,0,2,5,5,0,6
LaLiga,2023/2024,Spain,Valencia,5,2023-09-16T19:59:00+00:00,11,4,2,0,2,4,4,0,6
LaLiga,2023/2024,Spain,Alaves,5,2023-09-16T19:59:00+00:00,12,5,2,0,3,5,7,-2,6
LaLiga,2023/2024,Spain,Celta,5,2023-09-16T19:59:00+00:00,13,4,1,1,2,4,6,-2,4
LaLiga,2023/2024,Spain,Getafe,5,2023-09-16T19:59:00+00:00,14,4,1,1,2,2,5,-3,4
LaLiga,2023/2024,Spain,Villarreal,5,2023-09-16T19:59:00+00:00,15,4,1,0,3,6,9,-3,3
LaLiga,2023/2024,Spain,Granada,5,2023-09-16T19:59:00+00:00,16,4,1,0,3,7,12,-5,3
LaLiga,2023/2024,Spain,Mallorca,5,2023-09-16T19:59:00+00:00,17,4,0,2,2,3,5,-2,2
LaLiga,2023/2024,Spain,Las Palmas,5,2023-09-16T19:59:00+00:00,18,4,0,2,2,1,3,-2,2
LaLiga,2023/2024,Spain,Almeria,5,2023-09-16T19:59:00+00:00,19,4,0,1,3,4,9,-5,1
LaLiga,2023/2024,Spain,Sevilla,5,2023-09-16T19:59:00+00:00,20,3,0,0,3,5,8,-3,0
LaLiga,2023/2024,Spain,Real Madrid,6,2023-09-23T19:59:00+00:00,1,5,5,0,0,10,3,7,15
LaLiga,2023/2024,Spain,Barcelona,6,2023-09-23T19:59:00+00:00,2,5,4,1,0,13,4,9,13
LaLiga,2023/2024,Spain,Ath Bilbao,6,2023-09-23T19:59:00+00:00,3,6,4,1,1,11,4,7,13
LaLiga,2023/2024,Spain,Girona,6,2023-09-23T19:59:00+00:00,4,5,4,1,0,11,4,7,13
LaLiga,2023/2024,Spain,Valencia,6,2023-09-23T19:59:00+00:00,5,5,3,0,2,7,4,3,9
LaLiga,2023/2024,Spain,Vallecano,6,2023-09-23T19:59:00+00:00,6,5,3,0,2,6,8,-2,9
LaLiga,2023/2024,Spain,Ath Madrid,6,2023-09-23T19:59:00+00:00,7,4,2,1,1,10,4,6,7
LaLiga,2023/2024,Spain,Cadiz,6,2023-09-23T19:59:00+00:00,8,5,2,1,2,5,7,-2,7
LaLiga,2023/2024,Spain,Getafe,6,2023-09-23T19:59:00+00:00,9,5,2,1,2,5,7,-2,7
LaLiga,2023/2024,Spain,Betis,6,2023-09-23T19:59:00+00:00,10,5,2,1,2,5,10,-5,7
LaLiga,2023/2024,Spain,Sociedad,6,2023-09-23T19:59:00+00:00,11,5,1,3,1,8,7,1,6
LaLiga,2023/2024,Spain,Osasuna,6,2023-09-23T19:59:00+00:00,12,5,2,0,3,7,8,-1,6
LaLiga,2023/2024,Spain,Villarreal,6,2023-09-23T19:59:00+00:00,13,5,2,0,3,8,10,-2,6
LaLiga,2023/2024,Spain,Alaves,6,2023-09-23T19:59:00+00:00,14,6,2,0,4,5,9,-4,6
LaLiga,2023/2024,Spain,Mallorca,6,2023-09-23T19:59:00+00:00,15,5,1,2,2,4,5,-1,5
LaLiga,2023/2024,Spain,Celta,6,2023-09-23T19:59:00+00:00,16,5,1,1,3,4,7,-3,4
LaLiga,2023/2024,Spain,Sevilla,6,2023-09-23T19:59:00+00:00,17,4,1,0,3,6,8,-2,3
LaLiga,2023/2024,Spain,Granada,6,2023-09-23T19:59:00+00:00,18,5,1,0,4,9,16,-7,3
LaLiga,2023/2024,Spain,Las Palmas,6,2023-09-23T19:59:00+00:00,19,5,0,2,3,1,4,-3,2
LaLiga,2023/2024,Spain,Almeria,6,2023-09-23T19:59:00+00:00,20,5,0,1,4,5,11,-6,1
LaLiga,2023/2024,Spain,Barcelona,7,2023-09-26T19:59:00+00:00,1,7,5,2,0,18,8,10,17
LaLiga,2023/2024,Spain,Girona,7,2023-09-26T19:59:00+00:00,2,6,5,1,0,16,7,9,16
LaLiga,2023/2024,Spain,Real Madrid,7,2023-09-26T19:59:00+00:00,3,6,5,0,1,11,6,5,15
LaLiga,2023/2024,Spain,Ath Bilbao,7,2023-09-26T19:59:00+00:00,4,6,4,1,1,11,4,7,13
LaLiga,2023/2024,Spain,Ath Madrid,7,2023-09-26T19:59:00+00:00,5,5,3,1,1,13,5,8,10
LaLiga,2023/2024,Spain,Valencia,7,2023-09-26T19:59:00+00:00,6,6,3,1,2,9,6,3,10
LaLiga,2023/2024,Spain,Vallecano,7,2023-09-26T19:59:00+00:00,7,6,3,1,2,7,9,-2,10
LaLiga,2023/2024,Spain,Sociedad,7,2023-09-26T19:59:00+00:00,8,6,2,3,1,12,10,2,9
LaLiga,2023/2024,Spain,Cadiz,7,2023-09-26T19:59:00+00:00,9,6,2,2,2,6,8,-2,8
LaLiga,2023/2024,Spain,Betis,7,2023-09-26T19:59:00+00:00,10,6,2,2,2,6,11,-5,8
LaLiga,2023/2024,Spain,Osasuna,7,2023-09-26T19:59:00+00:00,11,6,2,1,3,7,8,-1,7
LaLiga,2023/2024,Spain,Villarreal,7,2023-09-26T19:59:00+00:00,12,6,2,1,3,9,11,-2,7
LaLiga,2023/2024,Spain,Getafe,7,2023-09-26T19:59:00+00:00,13,6,2,1,3,8,11,-3,7
LaLiga,2023/2024,Spain,Mallorca,7,2023-09-26T19:59:00+00:00,14,7,1,3,3,9,12,-3,6
LaLiga,2023/2024,Spain,Alaves,7,2023-09-26T19:59:00+00:00,15,6,2,0,4,5,9,-4,6
LaLiga,2023/2024,Spain,Las Palmas,7,2023-09-26T19:59:00+00:00,16,6,1,2,3,2,4,-2,5
LaLiga,2023/2024,Spain,Sevilla,7,2023-09-26T19:59:00+00:00,17,5,1,1,3,6,8,-2,4
LaLiga,2023/2024,Spain,Celta,7,2023-09-26T19:59:00+00:00,18,6,1,1,4,6,10,-4,4
LaLiga,2023/2024,Spain,Granada,7,2023-09-26T19:59:00+00:00,19,6,1,0,5,9,17,-8,3
LaLiga,2023/2024,Spain,Almeria,7,2023-09-26T19:59:00+00:00,20,6,0,2,4,7,13,-6,2
LaLiga,2023/2024,Spain,Barcelona,8,2023-09-30T19:59:00+00:00,1,8,6,2,0,19,8,11,20
LaLiga,2023/2024,Spain,Girona,8,2023-09-30T19:59:00+00:00,2,7,6,1,0,18,8,10,19
LaLiga,2023/2024,Spain,Real Madrid,8,2023-09-30T19:59:00+00:00,3,7,6,0,1,13,6,7,18
LaLiga,2023/2024,Spain,Ath Bilbao,8,2023-09-30T19:59:00+00:00,4,7,4,2,1,13,6,7,14
LaLiga,2023/2024,Spain,Ath Madrid,8,2023-09-30T19:59:00+00:00,5,6,4,1,1,15,5,10,13
LaLiga,2023/2024,Spain,Sociedad,8,2023-09-30T19:59:00+00:00,6,7,3,3,1,13,10,3,12
LaLiga,2023/2024,Spain,Vallecano,8,2023-09-30T19:59:00+00:00,7,7,3,2,2,7,9,-2,11
LaLiga,2023/2024,Spain,Valencia,8,2023-09-30T19:59:00+00:00,8,7,3,1,3,9,7,2,10
LaLiga,2023/2024,Spain,Cadiz,8,2023-09-30T19:59:00+00:00,9,7,2,3,2,6,8,-2,9
LaLiga,2023/2024,Spain,Betis,8,2023-09-30T19:59:00+00:00,10,7,2,3,2,7,12,-5,9
LaLiga,2023/2024,Spain,Getafe,8,2023-09-30T19:59:00+00:00,11,7,2,2,3,10,13,-3,8
LaLiga,2023/2024,Spain,Sevilla,8,2023-09-30T19:59:00+00:00,12,7,2,1,4,11,10,1,7
LaLiga,2023/2024,Spain,Villarreal,8,2023-09-30T19:59:00+00:00,13,7,2,1,4,10,13,-3,7
LaLiga,2023/2024,Spain,Osasuna,8,2023-09-30T19:59:00+00:00,14,7,2,1,4,7,10,-3,7
LaLiga,2023/2024,Spain,Alaves,8,2023-09-30T19:59:00+00:00,15,7,2,1,4,6,10,-4,7
LaLiga,2023/2024,Spain,Mallorca,8,2023-09-30T19:59:00+00:00,16,7,1,3,3,9,12,-3,6
LaLiga,2023/2024,Spain,Celta,8,2023-09-30T19:59:00+00:00,17,7,1,2,4,7,11,-4,5
LaLiga,2023/2024,Spain,Las Palmas,8,2023-09-30T19:59:00+00:00,18,7,1,2,4,2,6,-4,5
LaLiga,2023/2024,Spain,Granada,8,2023-09-30T19:59:00+00:00,19,7,1,1,5,10,18,-8,4
LaLiga,2023/2024,Spain,Almeria,8,2023-09-30T19:59:00+00:00,20,7,0,2,5,8,18,-10,2
LaLiga,2023/2024,Spain,Real Madrid,9,2023-10-07T19:59:00+00:00,1,8,7,0,1,16,6,10,21
LaLiga,2023/2024,Spain,Barcelona,9,2023-10-07T19:59:00+00:00,2,8,6,2,0,19,8,11,20
LaLiga,2023/2024,Spain,Girona,9,2023-10-07T19:59:00+00:00,3,8,6,1,1,18,11,7,19
LaLiga,2023/2024,Spain,Ath Bilbao,9,2023-10-07T19:59:00+00:00,4,9,5,2,2,16,9,7,17
LaLiga,2023/2024,Spain,Ath Madrid,9,2023-10-07T19:59:00+00:00,5,7,5,1,1,18,7,11,16
LaLiga,2023/2024,Spain,Sociedad,9,2023-10-07T19:59:00+00:00,6,8,4,3,1,16,10,6,15
LaLiga,2023/2024,Spain,Betis,9,2023-10-07T19:59:00+00:00,7,8,3,3,2,10,12,-2,12
LaLiga,2023/2024,Spain,Vallecano,9,2023-10-07T19:59:00+00:00,8,8,3,3,2,9,11,-2,12
LaLiga,2023/2024,Spain,Osasuna,9,2023-10-07T19:59:00+00:00,9,8,3,1,4,9,10,-1,10
LaLiga,2023/2024,Spain,Valencia,9,2023-10-07T19:59:00+00:00,10,8,3,1,4,9,10,-1,10
LaLiga,2023/2024,Spain,Getafe,9,2023-10-07T19:59:00+00:00,11,8,2,3,3,10,13,-3,9
LaLiga,2023/2024,Spain,Cadiz,9,2023-10-07T19:59:00+00:00,12,8,2,3,3,8,11,-3,9
LaLiga,2023/2024,Spain,Villarreal,9,2023-10-07T19:59:00+00:00,13,8,2,2,4,10,13,-3,8
LaLiga,2023/2024,Spain,Las Palmas,9,2023-10-07T19:59:00+00:00,14,8,2,2,4,4,7,-3,8
LaLiga,2023/2024,Spain,Sevilla,9,2023-10-07T19:59:00+00:00,15,7,2,1,4,11,10,1,7
LaLiga,2023/2024,Spain,Mallorca,9,2023-10-07T19:59:00+00:00,16,8,1,4,3,11,14,-3,7
LaLiga,2023/2024,Spain,Alaves,9,2023-10-07T19:59:00+00:00,17,8,2,1,5,6,12,-6,7
LaLiga,2023/2024,Spain,Celta,9,2023-10-07T19:59:00+00:00,18,8,1,2,5,8,13,-5,5
LaLiga,2023/2024,Spain,Granada,9,2023-10-07T19:59:00+00:00,19,8,1,2,5,13,21,-8,5
LaLiga,2023/2024,Spain,Almeria,9,2023-10-07T19:59:00+00:00,20,9,0,3,6,11,24,-13,3
LaLiga,2023/2024,Spain,Real Madrid,10,2023-10-21T19:59:00+00:00,1,9,8,0,1,20,6,14,24
LaLiga,2023/2024,Spain,Girona,10,2023-10-21T19:59:00+00:00,2,9,7,1,1,19,11,8,22
LaLiga,2023/2024,Spain,Barcelona,10,2023-10-21T19:59:00+00:00,3,9,6,3,0,21,10,11,21
LaLiga,2023/2024,Spain,Ath Madrid,10,2023-10-21T19:59:00+00:00,4,8,6,1,1,20,8,12,19
LaLiga,2023/2024,Spain,Ath Bilbao,10,2023-10-21T19:59:00+00:00,5,9,5,2,2,16,9,7,17
LaLiga,2023/2024,Spain,Sociedad,10,2023-10-21T19:59:00+00:00,6,9,4,3,2,17,12,5,15
LaLiga,2023/2024,Spain,Betis,10,2023-10-21T19:59:00+00:00,7,9,3,4,2,11,13,-2,13
LaLiga,2023/2024,Spain,Vallecano,10,2023-10-21T19:59:00+00:00,8,9,3,4,2,11,13,-2,13
LaLiga,2023/2024,Spain,Osasuna,10,2023-10-21T19:59:00+00:00,9,10,4,1,5,11,14,-3,13
LaLiga,2023/2024,Spain,Valencia,10,2023-10-21T19:59:00+00:00,10,9,3,2,4,10,11,-1,11
LaLiga,2023/2024,Spain,Las Palmas,10,2023-10-21T19:59:00+00:00,11,9,3,2,4,6,8,-2,11
LaLiga,2023/2024,Spain,Getafe,10,2023-10-21T19:59:00+00:00,12,9,2,4,3,12,15,-3,10
LaLiga,2023/2024,Spain,Cadiz,10,2023-10-21T19:59:00+00:00,13,9,2,3,4,8,12,-4,9
LaLiga,2023/2024,Spain,Sevilla,10,2023-10-21T19:59:00+00:00,14,8,2,2,4,13,12,1,8
LaLiga,2023/2024,Spain,Mallorca,10,2023-10-21T19:59:00+00:00,15,9,1,5,3,12,15,-3,8
LaLiga,2023/2024,Spain,Villarreal,10,2023-10-21T19:59:00+00:00,16,9,2,2,5,11,15,-4,8
LaLiga,2023/2024,Spain,Alaves,10,2023-10-21T19:59:00+00:00,17,9,2,2,5,7,13,-6,8
LaLiga,2023/2024,Spain,Celta,10,2023-10-21T19:59:00+00:00,18,9,1,3,5,10,15,-5,6
LaLiga,2023/2024,Spain,Granada,10,2023-10-21T19:59:00+00:00,19,10,1,3,6,15,25,-10,6
LaLiga,2023/2024,Spain,Almeria,10,2023-10-21T19:59:00+00:00,20,9,0,3,6,11,24,-13,3
LaLiga,2023/2024,Spain,Girona,11,2023-10-28T19:59:00+00:00,1,11,9,1,1,25,13,12,28
LaLiga,2023/2024,Spain,Real Madrid,11,2023-10-28T19:59:00+00:00,2,10,8,1,1,21,7,14,25
LaLiga,2023/2024,Spain,Barcelona,11,2023-10-28T19:59:00+00:00,3,10,7,3,0,22,10,12,24
LaLiga,2023/2024,Spain,Ath Madrid,11,2023-10-28T19:59:00+00:00,4,9,7,1,1,23,8,15,22
LaLiga,2023/2024,Spain,Sociedad,11,2023-10-28T19:59:00+00:00,5,10,5,3,2,18,12,6,18
LaLiga,2023/2024,Spain,Ath Bilbao,11,2023-10-28T19:59:00+00:00,6,10,5,2,3,16,10,6,17
LaLiga,2023/2024,Spain,Vallecano,11,2023-10-28T19:59:00+00:00,7,10,4,4,2,12,13,-1,16
LaLiga,2023/2024,Spain,Valencia,11,2023-10-28T19:59:00+00:00,8,10,4,2,4,12,11,1,14
LaLiga,2023/2024,Spain,Betis,11,2023-10-28T19:59:00+00:00,9,10,3,5,2,12,14,-2,14
LaLiga,2023/2024,Spain,Osasuna,11,2023-10-28T19:59:00+00:00,10,10,4,1,5,11,14,-3,13
LaLiga,2023/2024,Spain,Getafe,11,2023-10-28T19:59:00+00:00,11,10,2,5,3,13,16,-3,11
LaLiga,2023/2024,Spain,Las Palmas,11,2023-10-28T19:59:00+00:00,12,10,3,2,5,6,9,-3,11
LaLiga,2023/2024,Spain,Sevilla,11,2023-10-28T19:59:00+00:00,13,9,2,3,4,14,13,1,9
LaLiga,2023/2024,Spain,Villarreal,11,2023-10-28T19:59:00+00:00,14,10,2,3,5,12,16,-4,9
LaLiga,2023/2024,Spain,Alaves,11,2023-10-28T19:59:00+00:00,15,10,2,3,5,8,14,-6,9
LaLiga,2023/2024,Spain,Cadiz,11,2023-10-28T19:59:00+00:00,16,10,2,3,5,8,14,-6,9
LaLiga,2023/2024,Spain,Mallorca,11,2023-10-28T19:59:00+00:00,17,10,1,5,4,12,16,-4,8
LaLiga,2023/2024,Spain,Celta,11,2023-10-28T19:59:00+00:00,18,11,1,3,7,10,19,-9,6
LaLiga,2023/2024,Spain,Granada,11,2023-10-28T19:59:00+00:00,19,10,1,3,6,15,25,-10,6
LaLiga,2023/2024,Spain,Almeria,11,2023-10-28T19:59:00+00:00,20,10,0,3,7,13,29,-16,3
LaLiga,2023/2024,Spain,Real Madrid,12,2023-11-04T19:59:00+00:00,1,11,9,1,1,23,8,15,28
LaLiga,2023/2024,Spain,Girona,12,2023-11-04T19:59:00+00:00,2,11,9,1,1,25,13,12,28
LaLiga,2023/2024,Spain,Ath Madrid,12,2023-11-04T19:59:00+00:00,3,11,8,1,2,26,11,15,25
LaLiga,2023/2024,Spain,Barcelona,12,2023-11-04T19:59:00+00:00,4,11,7,3,1,23,12,11,24
LaLiga,2023/2024,Spain,Sociedad,12,2023-11-04T19:59:00+00:00,5,11,5,4,2,20,14,6,19
LaLiga,2023/2024,Spain,Ath Bilbao,12,2023-11-04T19:59:00+00:00,6,11,5,3,3,18,12,6,18
LaLiga,2023/2024,Spain,Betis,12,2023-11-04T19:59:00+00:00,7,11,4,5,2,14,15,-1,17
LaLiga,2023/2024,Spain,Vallecano,12,2023-11-04T19:59:00+00:00,8,11,4,5,2,14,15,-1,17
LaLiga,2023/2024,Spain,Las Palmas,12,2023-11-04T19:59:00+00:00,9,12,5,2,5,10,11,-1,17
LaLiga,2023/2024,Spain,Valencia,12,2023-11-04T19:59:00+00:00,10,11,4,3,4,14,13,1,15
LaLiga,2023/2024,Spain,Osasuna,12,2023-11-04T19:59:00+00:00,11,11,4,1,6,12,16,-4,13
LaLiga,2023/2024,Spain,Villarreal,12,2023-11-04T19:59:00+00:00,12,11,3,3,5,15,18,-3,12
LaLiga,2023/2024,Spain,Getafe,12,2023-11-04T19:59:00+00:00,13,11,2,6,3,13,16,-3,12
LaLiga,2023/2024,Spain,Sevilla,12,2023-11-04T19:59:00+00:00,14,10,2,4,4,16,15,1,10
LaLiga,2023/2024,Spain,Cadiz,12,2023-11-04T19:59:00+00:00,15,11,2,4,5,10,16,-6,10
