competition,season,country,competition_type,matchday,match_date,home_team,away_team,stadium,city,home_score,away_score,status,is_friendly,source,external_id
LaLiga,2023/2024,Spain,domestic_league,9,2023-10-07T20:00:00+00:00,Mallorca,Valencia,,,1,1,finished,false,datahub-football-data,laliga-2023-2024-2023-10-07-mallorca-valencia
LaLiga,2023/2024,Spain,domestic_league,9,2023-10-07T20:00:00+00:00,Real Madrid,Osasuna,,,4,0,finished,false,datahub-football-data,laliga-2023-2024-2023-10-07-real-madrid-osasuna
LaLiga,2023/2024,Spain,domestic_league,9,2023-10-07T20:00:00+00:00,Sevilla,Vallecano,,,2,2,finished,false,datahub-football-data,laliga-2023-2024-2023-10-07-sevilla-vallecano
LaLiga,2023/2024,Spain,domestic_league,9,2023-10-08T20:00:00+00:00,Alaves,Betis,,,1,1,finished,false,datahub-football-data,laliga-2023-2024-2023-10-08-alaves-betis
LaLiga,2023/2024,Spain,domestic_league,9,2023-10-08T20:00:00+00:00,Ath Madrid,Sociedad,,,2,1,finished,false,datahub-football-data,laliga-2023-2024-2023-10-08-ath-madrid-sociedad
LaLiga,2023/2024,Spain,domestic_league,9,2023-10-08T20:00:00+00:00,Celta,Getafe,,,2,2,finished,false,datahub-football-data,laliga-2023-2024-2023-10-08-celta-getafe
LaLiga,2023/2024,Spain,domestic_league,9,2023-10-08T20:00:00+00:00,Granada,Barcelona,,,2,2,finished,false,datahub-football-data,laliga-2023-2024-2023-10-08-granada-barcelona
LaLiga,2023/2024,Spain,domestic_league,9,2023-10-08T20:00:00+00:00,Villarreal,Las Palmas,,,1,2,finished,false,datahub-football-data,laliga-2023-2024-2023-10-08-villarreal-las-palmas
LaLiga,2023/2024,Spain,domestic_league,9,2023-10-20T20:00:00+00:00,Osasuna,Granada,,,2,0,finished,false,datahub-football-data,laliga-2023-2024-2023-10-20-osasuna-granada
LaLiga,2023/2024,Spain,domestic_league,10,2023-10-21T20:00:00+00:00,Celta,Ath Madrid,,,0,3,finished,false,datahub-football-data,laliga-2023-2024-2023-10-21-celta-ath-madrid
LaLiga,2023/2024,Spain,domestic_league,10,2023-10-21T20:00:00+00:00,Getafe,Betis,,,1,1,finished,false,datahub-football-data,laliga-2023-2024-2023-10-21-getafe-betis
LaLiga,2023/2024,Spain,domestic_league,10,2023-10-21T20:00:00+00:00,Sevilla,Real Madrid,,,1,1,finished,false,datahub-football-data,laliga-2023-2024-2023-10-21-sevilla-real-madrid
